Species	Woodiness
Biscutella auriculata	not assigned
Biscutella californica	not assigned
Biscutella cichoriifolia	not assigned
Biscutella depressa	not assigned
Biscutella didyma	herbaceous
Biscutella frutescens	not assigned
Biscutella glacialis	not assigned
Biscutella intermedia	not assigned
Biscutella laevigata	herbaceous
Biscutella lusitanica	not assigned
Biscutella lyrata	not assigned
Biscutella megacarpaea	not assigned
Biscutella scaposa	not assigned
Biscutella valentina	not assigned
Biserrula pelecinus	herbaceous
Bismarckia nobilis	not assigned
Bistorta affinis	not assigned
Bistorta amplexicaulis	herbaceous
Bistorta bistortoides	herbaceous
Bistorta carnea	not assigned
Bistorta manshuriensis	not assigned
Bistorta officinalis	herbaceous
Bistorta plumosa	herbaceous
Bistorta vivipara	herbaceous
Bituminaria bituminosa	herbaceous
Bivinia jalbertii	woody
Bixa arborea	woody
Bixa excelsa	woody
Bixa orellana	woody
Bixa platycarpa	woody
Bixa urucurana	woody
Blachia umbellata	not assigned
Blackstonia acuminata	not assigned
Blackstonia perfoliata	herbaceous
Blaeria filago	woody
Blaeria kingaensis	woody
Blainvillea acmella	not assigned
Blainvillea gayana	not assigned
Blainvillea rhomboidea	not assigned
Blakea chlorantha	not assigned
Blakea foliacea	herbaceous
Blakea gracilis	not assigned
Blakea monticola	woody
Blakea rosea	not assigned
Blakea storkii	not assigned
Blakea subconnata	not assigned
Blakea trinervia	woody
Blandfordia cunninghamii	herbaceous
Blandfordia grandiflora	herbaceous
Blandfordia nobilis	herbaceous
Blandfordia punicea	herbaceous
Blastemanthus grandiflorus	not assigned
Blastus cochinchinensis	not assigned
Blastus cogniauxii	not assigned
Bleasdalea bleasdalei	not assigned
Bleasdalea vitiensis	not assigned
Blechnum attenuatum	(fern)
Blechnum australe	(fern)
Blechnum capense	(fern)
Blechnum cartilagineum	(fern)
Blechnum chambersii	(fern)
Blechnum colensoi	(fern)
Blechnum discolor	(fern)
Blechnum finlaysonianum	(fern)
Blechnum fluviatile	(fern)
Blechnum fraseri	(fern)
Blechnum gregsonii	(fern)
Blechnum indicum	(fern)
Blechnum inflexum	(fern)
Blechnum ivohibense	(fern)
Blechnum minus	(fern)
Blechnum nudum	(fern)
Blechnum orientale	(fern)
Blechnum patersonii	(fern)
Blechnum penna	(fern)
Blechnum penna-marina	(fern)
Blechnum punctulatum	(fern)
Blechnum spicant	(fern)
Blechnum tabulare	(fern)
Blechnum vulcanicum	(fern)
Blechnum wattsii	(fern)
Blechum costaricense	herbaceous
Blechum pyramidatum	herbaceous
Blefarocalix suaveolens	woody
Blennodia canescens	not assigned
Blennosperma bakeri	herbaceous
Blennosperma nanum	herbaceous
Blepharandra hypoleuca	not assigned
Blepharidachne benthamiana	herbaceous
Blepharidachne bigelovii	herbaceous
Blepharidachne hitchcockii	herbaceous
Blepharidachne kingii	herbaceous
Blepharidium mexicanum	woody
Blepharipappus scaber	not assigned
Blepharis attenuata	herbaceous
Blepharis bainesii	herbaceous
Blepharis bossii	woody
Blepharis capensis	woody
Blepharis ciliaris	herbaceous
Blepharis diversispina	herbaceous
Blepharis edulis	herbaceous
Blepharis gigantea	woody
Blepharis glumacea	herbaceous
Blepharis grossa	herbaceous
Blepharis integrifolia	herbaceous
Blepharis leendertziae	herbaceous
Blepharis linariaefolia	woody
Blepharis linariifolia	herbaceous
Blepharis mitrata	conflicting (herbaceous vs. woody)
Blepharis obmitrata	conflicting (herbaceous vs. woody)
Blepharis persica	herbaceous
Blepharis procumbens	herbaceous
Blepharis pruinosa	conflicting (herbaceous vs. woody)
Blepharis sindica	conflicting (herbaceous vs. woody)
Blepharis spinifex	woody
Blepharis stuhlmanni	herbaceous
Blepharis tenuiramea	herbaceous
Blepharispermum ellenbeckii	not assigned
Blepharispermum hirtum	not assigned
Blepharispermum villosum	not assigned
Blepharispermum zanguebaricum	not assigned
Blepharistemma membranifolium	not assigned
Blepharocalyx cruckshanksii	not assigned
Blepharocalyx eggersii	not assigned
Blepharocalyx gigantea	not assigned
Blepharocalyx salicifolius	woody
Blepharocalyx suaveolens	woody
Blepharocalyx tweediei	not assigned
Blepharocarya involucrigera	woody
Blepharodon mucronatum	herbaceous
Blepharodon nitidum	not assigned
Blepharodon nitidus	not assigned
Blepharoneuron shepherdii	herbaceous
Blepharoneuron tricholepis	herbaceous
Blephilia ciliata	herbaceous
Blephilia curtipendula	not assigned
Blephilia hirsuta	not assigned
Blighia sapida	not assigned
Blighia unijugata	woody
Blighia welwitschii	not assigned
Blitum capitatum	not assigned
Blitum virgatum	not assigned
Bloomeria crocea	herbaceous
Blossfeldia liliputana	not assigned
Blotiella crenata	(fern)
Blotiella currorii	(fern)
Blotiella glabra	(fern)
Blotiella natalensis	(fern)
Blumea axillaris	not assigned
Blumea balsamifera	woody
Blumea lacera	herbaceous
Blumea pungens	not assigned
Blumea saxatilis	herbaceous
Blumea spectabilis	not assigned
Blumea tenella	not assigned
Blumea viscosa	not assigned
Blumenbachia hieronymi	not assigned
Blumeodendron calophyllum	woody
Blumeodendron kurzii	woody
Blumeodendron subcaudatum	woody
Blumeodendron subrotundifolium	woody
Blumeodendron tokbrai	woody
Blumeodendron vernicosum	woody
Blysmus compressus	herbaceous
Blysmus rufus	herbaceous
Blysmus sinocompressus	herbaceous
Bobartia gladiata	herbaceous
Bobartia indica	herbaceous
Bobartia orientalis	herbaceous
Bobartia robusta	herbaceous
Bobea elatior	woody
Bobea sandwicensis	not assigned
Bobgunnia madagascariensis	woody
Bocageopsis mattogrossensis	woody
Bocageopsis multiflora	woody
Bocconia arborea	woody
Bocconia frutescens	woody
Bocconia integrifolia	not assigned
Bocconia vulcanica	not assigned
Bocoa alterna	not assigned
Bocoa mollis	not assigned
Bocoa prouacensis	woody
Bocoa viridiflora	woody
Boechera gracilipes	not assigned
Boehmeria australis	woody
Boehmeria caudata	woody
Boehmeria cylindrica	herbaceous
Boehmeria glomerulifera	woody
Boehmeria grandis	woody
Boehmeria macrophylla	conflicting (herbaceous vs. woody)
Boehmeria nivea	conflicting (herbaceous vs. woody)
Boehmeria platyphylla	woody
Boehmeria polystachya	not assigned
Boehmeria rugulosa	not assigned
Boehmeria scabrella	woody
Boehmeria spicata	not assigned
Boehmeria tricuspis	not assigned
Boenninghausenia albiflora	not assigned
Boenninghausenia sessilicarpa	not assigned
Boerhaavia paniculata	not assigned
Boerhavia annulata	herbaceous
Boerhavia caribaea	not assigned
Boerhavia coccinea	herbaceous
Boerhavia coulteri	not assigned
Boerhavia crispifolia	not assigned
Boerhavia deserticola	not assigned
Boerhavia diffusa	herbaceous
Boerhavia dominii	herbaceous
Boerhavia erecta	herbaceous
Boerhavia gracillima	not assigned
Boerhavia intermedia	not assigned
Boerhavia linearifolia	not assigned
Boerhavia megaptera	not assigned
Boerhavia paludosa	not assigned
Boerhavia paniculata	not assigned
Boerhavia purpurascens	not assigned
Boerhavia repens	herbaceous
Boerhavia spicata	herbaceous
Boerhavia tenuifolia	not assigned
Boerhavia torreyana	not assigned
Boerhavia verticillata	not assigned
Boerhavia wrightii	herbaceous
Boesenbergia rotunda	herbaceous
Boisduvalia densiflora	herbaceous
Boisduvalia subulata	not assigned
Boissiera squarrosa	herbaceous
Bolanthus hirsutus	not assigned
Bolax gummifera	herbaceous
Bolbitis heudelotii	(fern)
Bolbitis nicotianifolia	(fern)
Bolbitis sinuata	(fern)
Bolboschoenus caldwellii	herbaceous
Bolboschoenus compactus	herbaceous
Bolboschoenus fluviatilis	herbaceous
Bolboschoenus maritimus	herbaceous
Bolboschoenus medianus	herbaceous
Bolboschoenus nobilis	herbaceous
Bolboschoenus yagara	herbaceous
Boleum asperum	not assigned
Boltonia asteroides	conflicting (herbaceous vs. woody)
Bolusafra bituminosa	not assigned
Bolusanthus speciosus	woody
Bolusia acuminata	herbaceous
Bolusia amboensis	herbaceous
Bolusia grandis	herbaceous
Bolusia resupinata	herbaceous
Bolusiella iridifolia	herbaceous
Bolusiella maudiae	herbaceous
Bomarea glaucescens	herbaceous
Bomarea hirtella	herbaceous
Bomarea involucrosa	herbaceous
Bomarea martiana	herbaceous
Bomarea salsilla	herbaceous
Bombacopsis amazonica	woody
Bombacopsis flaviflora	woody
Bombacopsis macrocalyx	woody
Bombacopsis nervosa	woody
Bombacopsis quinata	woody
Bombacopsis sepium	woody
Bombacopsis sessilis	woody
Bombax anceps	woody
Bombax brevicuspe	woody
Bombax brevipes	woody
Bombax buonopozense	woody
Bombax ceiba	woody
Bombax costatum	woody
Bombax discolor	woody
Bombax humile	woody
Bombax insigne	woody
Bombax larutense	woody
Bombax malabaricum	woody
Bombax mossambicense	woody
Bombax munguba	woody
Bombax oleagineum	woody
Bombax paraense	woody
Bombax rhodognaphalon	woody
Bombax valetorii	woody
Bombycilaena erecta	herbaceous
Bonamia brevifolia	herbaceous
Bonamia burchellii	not assigned
Bonamia maripoides	herbaceous
Bonamia mossambicensis	woody
Bonamia spectabilis	woody
Bonamia trichantha	not assigned
Bonamia velutina	conflicting (herbaceous vs. woody)
Bonatea antennifera	herbaceous
Bonatea cassidea	herbaceous
Bonatea porrecta	herbaceous
Bonatea pulchella	herbaceous
Bonatea speciosa	herbaceous
Bonatea steudneri	herbaceous
Bonellia frutescens	not assigned
Bonellia macrocarpa	not assigned
Bonellia shaferi	not assigned
Bonellia stenophylla	not assigned
Bonellia umbellata	not assigned
Bonia amplexicaulis	herbaceous
Bonia levigata	herbaceous
Bonia parvifloscula	herbaceous
Bonia saxatilis	herbaceous
Bonia tonkinensis	herbaceous
Boniodendron minus	not assigned
Bonnetia celiae	not assigned
Bonnetia crassa	not assigned
Bonnetia sessilis	woody
Bonplandia geminiflora	not assigned
Bontia germinans	woody
Bonyunia antoniaefolia	not assigned
Bonyunia aquatica	not assigned
Boopis gracilis	herbaceous
Boquila trifoliata	not assigned
Borago officinalis	herbaceous
Borassodendron borneensis	woody
Borassus aethiopium	not assigned
Borassus aethiopum	woody
Borassus coriacea	not assigned
Borassus flabellifer	woody
Boreava aptera	not assigned
Boreava orientalis	herbaceous
Borneodendron aenigmaticum	woody
Bornmuellera baldaccii	not assigned
Borojoa axiglab	not assigned
Borojoa claviflora	woody
Borojoa panamensis	woody
Borojoa patinoi	woody
Boronia algida	not assigned
Boronia anemonifolia	not assigned
Boronia anethifolia	not assigned
Boronia barkeriana	not assigned
Boronia bipinnata	not assigned
Boronia boliviensis	not assigned
Boronia chartacea	not assigned
Boronia coerulescens	not assigned
Boronia edwardsii	not assigned
Boronia falcifolia	not assigned
Boronia filifolia	not assigned
Boronia floribunda	not assigned
Boronia galbraithiae	not assigned
Boronia glabra	not assigned
Boronia granitica	not assigned
Boronia ledifolia	woody
Boronia megastigma	not assigned
Boronia microphylla	not assigned
Boronia mollis	not assigned
Boronia muelleri	woody
Boronia nana	not assigned
Boronia occidentalis	not assigned
Boronia parviflora	not assigned
Boronia pinnata	woody
Boronia polygalifolia	not assigned
Boronia rosmarinifolia	not assigned
Boronia ruppii	not assigned
Boronia safrolifera	not assigned
Boronia serrulata	woody
Boronia thujona	not assigned
Boronia umbellata	not assigned
Borreria alata	herbaceous
Borreria capitata	herbaceous
Borreria fastigiata	herbaceous
Borreria hispida	conflicting (herbaceous vs. woody)
Borreria laevis	conflicting (herbaceous vs. woody)
Borreria ocymoides	herbaceous
Borreria pilosa	herbaceous
Borreria pusilla	herbaceous
Borreria scabra	herbaceous
Borreria stricta	herbaceous
Borreria verticillata	herbaceous
Borrichia arborescens	not assigned
Borrichia frutescens	woody
Borya longiscapa	herbaceous
Borya sphaerocephala	herbaceous
Boschia griffithii	woody
Boschniakia strobilacea	herbaceous
Boscia albitrunca	woody
Boscia angustifolia	woody
Boscia cauliflora	woody
Boscia coriacea	woody
Boscia corymbosa	woody
Boscia filipes	woody
Boscia foetida	not assigned
Boscia longifolia	woody
Boscia matabelensis	woody
Boscia mossambicensis	woody
Boscia rehmanniana	woody
Boscia salicifolia	woody
Boscia senegalensis	woody
Bosea cypria	not assigned
Bosea yervamora	not assigned
Bosistoa pentacocca	woody
Bosistoa transversa	not assigned
Bosqueia phoberos	woody
Bosqueiopsis gilletii	woody
Bossiaea aquifolium	woody
Bossiaea bossiaeoides	woody
Bossiaea brownii	not assigned
Bossiaea cinerea	not assigned
Bossiaea disticha	not assigned
Bossiaea ensata	woody
Bossiaea eriocarpa	woody
Bossiaea foliosa	woody
Bossiaea heterophylla	woody
Bossiaea kiamensis	not assigned
Bossiaea laidlawiana	not assigned
Bossiaea linophylla	not assigned
Bossiaea neo-anglica	not assigned
Bossiaea obcordata	woody
Bossiaea ornata	woody
Bossiaea prostrata	not assigned
Bossiaea rhombifolia	woody
Bossiaea riparia	not assigned
Bossiaea rupicola	not assigned
Bossiaea scolopendria	woody
Bossiaea scortechinii	not assigned
Bossiaea spinescens	not assigned
Bossiaea stephensonii	woody
Bossiaea walkeri	woody
Boswellia dalzielii	not assigned
Boswellia neglecta	woody
Boswellia serrata	woody
Bothriochline moramballae	herbaceous
Bothriochloa alta	herbaceous
Bothriochloa barbinodis	herbaceous
Bothriochloa biloba	herbaceous
Bothriochloa bladhii	herbaceous
Bothriochloa bunyensis	herbaceous
Bothriochloa campii	herbaceous
Bothriochloa caucasica	herbaceous
Bothriochloa compressa	herbaceous
Bothriochloa decipiens	herbaceous
Bothriochloa edwardsiana	herbaceous
Bothriochloa ensiformis	herbaceous
Bothriochloa erianthoides	herbaceous
Bothriochloa eurylemma	herbaceous
Bothriochloa ewartiana	herbaceous
Bothriochloa exaristata	herbaceous
Bothriochloa glabra	herbaceous
Bothriochloa gracilis	herbaceous
Bothriochloa grahamii	herbaceous
Bothriochloa hirtifolia	herbaceous
Bothriochloa hybrida	herbaceous
Bothriochloa imperatoides	herbaceous
Bothriochloa insculpta	herbaceous
Bothriochloa intermedia	herbaceous
Bothriochloa ischaemum	herbaceous
Bothriochloa kuntzeana	herbaceous
Bothriochloa laguroides	herbaceous
Bothriochloa longifolia	herbaceous
Bothriochloa longipaniculata	herbaceous
Bothriochloa macra	herbaceous
Bothriochloa meridionalis	herbaceous
Bothriochloa pertusa	herbaceous
Bothriochloa pseudischaemum	herbaceous
Bothriochloa radicans	herbaceous
Bothriochloa saccharoides	herbaceous
Bothriochloa semiundulata	herbaceous
Bothriochloa springfieldii	herbaceous
Bothriochloa subquadripara	herbaceous
Bothriochloa urochloaoides	herbaceous
Bothriochloa velutina	herbaceous
Bothriochloa villosa	herbaceous
Bothriochloa woodrovii	herbaceous
Bothriochloa wrightii	herbaceous
Bothriocline emilioides	herbaceous
Bothriocline inyangana	herbaceous
Bothriocline laxa	herbaceous
Bothriocline longipes	herbaceous
Bothriocline mbalensis	herbaceous
Bothriocline milanjiensis	herbaceous
Bothriocline monocephala	herbaceous
Bothriocline muschlerana	herbaceous
Bothriocline pectinata	herbaceous
Bothriocline ripensis	herbaceous
Bothriocline steetziana	herbaceous
Bothriocline trifoliata	herbaceous
Bothriospora corymbosa	woody
Bothrocaryum controversum	woody
Botryarrhena pendula	woody
Botrychium australe	(fern)
Botrychium lanceolatum	(fern)
Botrychium lunaria	(fern)
Botrychium matricariifolium	(fern)
Botrychium multifidum	(fern)
Botrychium simplex	(fern)
Botrychium virginianum	(fern)
Botryophora geniculata	woody
Bottegoa insignis	not assigned
Bouchetia erecta	not assigned
Bouea gandaria	not assigned
Bouea macrophylla	woody
Bouea microphylla	woody
Bouea oppositifolia	woody
Bougainvillea modesta	woody
Bougainvillea praecox	not assigned
Bougainvillea spectabilis	woody
Bougainvillea spinosa	woody
Bourreria baccata	not assigned
Bourreria costaricensis	not assigned
Bourreria cumanensis	woody
Bourreria nemoralis	woody
Bourreria ovata	not assigned
Bourreria petiolaris	woody
Bourreria purpusii	woody
Bourreria strigosa	not assigned
Bourreria succulenta	woody
Bourreria teitensis	not assigned
Bourreria venosa	woody
Bousigonia angustifolia	not assigned
Bousigonia mekongensis	not assigned
Bouteloua alamosana	herbaceous
Bouteloua americana	herbaceous
Bouteloua annua	herbaceous
Bouteloua aristidoides	herbaceous
Bouteloua barbata	herbaceous
Bouteloua breviseta	herbaceous
Bouteloua chihuahuana	herbaceous
Bouteloua chondrosioides	herbaceous
Bouteloua chrondrosioides	herbaceous
Bouteloua curtipendula	herbaceous
Bouteloua distans	herbaceous
Bouteloua disticha	herbaceous
Bouteloua eludens	herbaceous
Bouteloua eriopoda	herbaceous
Bouteloua filiformis	herbaceous
Bouteloua gracilis	herbaceous
Bouteloua hirsuta	herbaceous
Bouteloua johnstonii	herbaceous
Bouteloua juncea	herbaceous
Bouteloua longiseta	herbaceous
Bouteloua lophostachya	herbaceous
Bouteloua media	herbaceous
Bouteloua megapotamica	herbaceous
Bouteloua pedicellata	herbaceous
Bouteloua purpurea	herbaceous
Bouteloua radicosa	herbaceous
Bouteloua reflexa	herbaceous
Bouteloua repens	herbaceous
Bouteloua rigidiseta	herbaceous
Bouteloua rothrockii	herbaceous
Bouteloua simplex	herbaceous
Bouteloua triaena	herbaceous
Bouteloua uniflora	herbaceous
Bouteloua vaneedenii	herbaceous
Bouteloua warnockii	herbaceous
Bouteloua williamsii	herbaceous
Bouvardia erecta	woody
Bouvardia loeseneriana	not assigned
Bouvardia longiflora	not assigned
Bouvardia multiflora	not assigned
Bouvardia standleyana	not assigned
Bowdichia nitida	woody
Bowdichia virgilioides	woody
Bowdichia virgiloides	woody
Bowenia spectabilis	woody
Bowiea volubilis	herbaceous
Bowkeria citrina	not assigned
Bowlesia tropaeolifolia	herbaceous
Boykinia occidentalis	herbaceous
Boykinia richardsonii	herbaceous
Brabejum stellatifolium	woody
Brachiaria adspersa	herbaceous
Brachiaria advena	herbaceous
Brachiaria albicoma	herbaceous
Brachiaria ambigens	herbaceous
Brachiaria antsirabensis	herbaceous
Brachiaria argentea	herbaceous
Brachiaria arida	herbaceous
Brachiaria arizonica	herbaceous
