Species	PFT
Calocephalus knappii	not assigned ()
Calocephalus lacteus	not assigned ()
Calocephalus platycephalus	forb
Calocephalus sonderi	not assigned ()
Calochilus campestris	forb
Calochilus gracillimus	forb
Calochilus paludosus	forb
Calochilus robertsonii	forb
Calochlaena dubia	not assigned (fern)
Calochortus albus	forb
Calochortus aureus	forb
Calochortus catalinae	forb
Calochortus clavatus	forb
Calochortus concolor	forb
Calochortus eurycarpus	forb
Calochortus flexuosus	forb
Calochortus luteus	forb
Calochortus macrocarpus	forb
Calochortus monophyllus	forb
Calochortus nudus	forb
Calochortus nuttallii	forb
Calochortus obispoensis	forb
Calochortus pulchellus	forb
Calochortus splendens	forb
Calochortus superbus	forb
Calochortus tiburonensis	forb
Calochortus tolmiei	forb
Calochortus venustus	forb
Calochortus weedii	forb
Calodecaryia crassifolia	not assigned ()
Calodendrum capense	not assigned
Calomeria amaranthoides	not assigned ()
Caloncoba brevipes	not assigned ()
Caloncoba glauca	not assigned ()
Caloncoba suffruticosa	not assigned (shrub)
Caloncoba welwitschii	not assigned
Calophaca wolgarica	not assigned (legume?)
Calophyllum	not assigned (tree)
Calophyllum angulare	not assigned (tree)
Calophyllum antillanum	not assigned (shrub/tree)
Calophyllum apetalum	not assigned (tree)
Calophyllum blancoi	not assigned (tree)
Calophyllum brasiliense	not assigned (tree)
Calophyllum brassii	not assigned (tree)
Calophyllum calaba	not assigned (tree)
Calophyllum caledonicum	not assigned ()
Calophyllum canum	not assigned (tree)
Calophyllum costatum	not assigned (tree)
Calophyllum dasypodium	not assigned (tree)
Calophyllum dioscurii	not assigned (tree)
Calophyllum drouhardii	not assigned (tree)
Calophyllum dryobalanoides	not assigned (tree)
Calophyllum flavoramulum	not assigned (tree)
Calophyllum grandiflorum	not assigned (tree)
Calophyllum inophyllum	not assigned (tree)
Calophyllum lanigerum	not assigned (tree)
Calophyllum leucocarpum	not assigned (tree)
Calophyllum longifolium	not assigned (tree)
Calophyllum macrocarpum	not assigned (tree)
Calophyllum membranaceum	not assigned (tree)
Calophyllum molle	not assigned (tree)
Calophyllum neoebudicum	not assigned (tree)
Calophyllum nodosum	not assigned (tree)
Calophyllum nubicola	not assigned (tree)
Calophyllum obliquinervium	not assigned (tree)
Calophyllum papuanum	not assigned (tree)
Calophyllum parviflorum	not assigned (tree)
Calophyllum parvifolium	not assigned (tree)
Calophyllum pauciflorum	not assigned
Calophyllum peekelii	not assigned (tree)
Calophyllum polyanthum	not assigned (tree)
Calophyllum pulcherrimum	not assigned (tree)
Calophyllum recurvatum	not assigned (tree)
Calophyllum rigidum	not assigned (tree)
Calophyllum rubiginosum	not assigned (tree)
Calophyllum sclerophyllum	not assigned (tree)
Calophyllum soulattri	not assigned (tree)
Calophyllum tetrapterum	not assigned (tree)
Calophyllum teysmannii	not assigned (tree)
Calophyllum tomentosum	not assigned (tree)
Calophyllum venulosum	not assigned (tree)
Calophyllum vernicosum	not assigned ()
Calophyllum vitiense	not assigned (tree)
Calophyllum wallichiana	not assigned (tree)
Calophyllum waworoentii	not assigned (tree)
Calopogon tuberosus	forb
Calopogonium caeruleum	not assigned (shrub)
Calopogonium mucunoides	not assigned (legume?)
Calostemma purpureum	forb
Calostephane divaricata	not assigned ()
Calostephane marlothiana	not assigned ()
Calothamnus chrysantherus	not assigned (shrub)
Calotheca brizoides	grass
Calotis anthemoides	not assigned ()
Calotis breviseta	not assigned ()
Calotis cuneata	not assigned ()
Calotis cuneifolia	forb
Calotis cymbacantha	not assigned ()
Calotis dentex	not assigned (herb/shrub)
Calotis erinacea	not assigned (herb/shrub)
Calotis glandulosa	not assigned ()
Calotis hispidula	forb
Calotis inermis	forb
Calotis lappulacea	forb
Calotis latiuscula	forb
Calotis multicaulis	not assigned ()
Calotis plumulifera	forb
Calotis scapigera	not assigned ()
Calotis squamigera	forb
Calotropis gigantea	not assigned (tree)
Calotropis procera	not assigned (tree)
Calpocalyx aubrevillei	not assigned (legume?)
Calpocalyx brevibracteatus	not assigned (tree)
Calpocalyx dinklagei	not assigned (legume?)
Calpocalyx heitzii	not assigned (legume?)
Calpocalyx klainei	not assigned (legume?)
Calpurnia aurea	not assigned (shrub/tree)
Caltha introloba	forb
Caltha leptosepala	forb
Caltha natans	not assigned ()
Caltha palustris	forb
Caltha sagittata	forb
Calycadenia multiglandulosa	forb
Calycadenia oppositifolia	forb
Calycadenia pauciflora	forb
Calycadenia truncata	forb
Calycanthus floridus	not assigned
Calycanthus occidentalis	not assigned (shrub)
Calycera pulvinata	forb
Calycobolus africanus	not assigned ()
Calycobolus heudelotii	not assigned ()
Calycobolus nutans	not assigned ()
Calycobolus sericeus	not assigned (shrub)
Calycocarpum lyonii	not assigned ()
Calycolpus goetheanus	not assigned ()
Calycolpus warscewiczianus	not assigned (tree)
Calycolpus warszewiczianus	not assigned (tree)
Calycopeplus collinus	not assigned (shrub)
Calycophyllum candidissimum	not assigned (tree)
Calycophyllum megistocaulum	not assigned
Calycophyllum multiflorum	not assigned ()
Calycophyllum spruceanum	not assigned (tree)
Calycophysum pedunculatum	not assigned ()
Calycorectes acutatus	not assigned ()
Calycorectes bergii	not assigned (tree)
Calycoseris wrightii	not assigned ()
Calydorea xiphioides	forb
Calypso bulbosa	forb
Calyptocarpus vialis	not assigned ()
Calyptochloa gracillima	grass
Calyptranthes	not assigned ()
Calyptranthes grandifolia	not assigned ()
Calyptridium monandrum	forb
Calyptridium quadripetalum	forb
Calyptridium umbellatum	forb
Calyptrochilum christyanum	forb
Calyptrogyne costatifrons	not assigned (tree)
Calyptronoma occidentalis	not assigned (tree)
Calystegia hederacea	forb
Calystegia longipes	not assigned ()
Calystegia macrostegia	not assigned (shrub)
Calystegia marginata	not assigned ()
Calystegia occidentalis	not assigned (herb/shrub)
Calystegia pellita	not assigned ()
Calystegia pubescens	not assigned ()
Calystegia pulchra	forb
Calystegia purpurata	not assigned (herb/shrub)
Calystegia sepium	forb
Calystegia silvatica	forb
Calystegia soldanella	forb
Calystegia spithamaea	forb
Calystegia tuguriorum	not assigned ()
Calytrix achaeta	not assigned (shrub)
Calytrix alpestris	not assigned (shrub)
Calytrix brownii	not assigned (shrub)
Calytrix exstipulata	not assigned (shrub)
Calytrix flavescens	not assigned (shrub)
Calytrix glaberrima	not assigned (shrub)
Calytrix gypsophila	not assigned (shrub)
Calytrix involucrata	not assigned (shrub)
Calytrix platycheiridia	not assigned (shrub)
Calytrix smeatoniana	not assigned (shrub)
Calytrix strigosa	not assigned ()
Calytrix superba	not assigned ()
Calytrix tetragona	not assigned (shrub)
Camassia	forb
Camassia leichtlinii	forb
Camassia quamash	forb
Camassia scilloides	forb
Cambajuva ulei	grass
Camelina alyssum	forb
Camelina hispida	not assigned ()
Camelina laxa	not assigned ()
Camelina microcarpa	forb
Camelina rumelica	forb
Camelina sativa	forb
Camellia	not assigned ()
Camellia brevistyla	not assigned ()
Camellia caudata	not assigned ()
Camellia chekiangoleosa	not assigned ()
Camellia chrysanthoides	not assigned ()
Camellia cordifolia	not assigned ()
Camellia costei	not assigned ()
Camellia crapnelliana	not assigned (tree)
Camellia cuspidata	not assigned
Camellia drupifera	not assigned
Camellia elongata	not assigned (shrub)
Camellia euphlebia	not assigned ()
Camellia flavida	not assigned ()
Camellia fraterna	not assigned (tree)
Camellia furfuracea	not assigned ()
Camellia grijsii	not assigned ()
Camellia impressinervis	not assigned ()
Camellia japonica	not assigned (shrub/tree)
Camellia kissii	not assigned ()
Camellia lanceolata	not assigned ()
Camellia longruiensis	not assigned ()
Camellia mairei	not assigned ()
Camellia oleifera	not assigned (shrub/tree)
Camellia petelotii	not assigned ()
Camellia pinggaoensis	not assigned ()
Camellia pitardii	not assigned ()
Camellia polyodonta	not assigned ()
Camellia pubipetala	not assigned ()
Camellia reticulata	not assigned (tree)
Camellia rosthorniana	not assigned ()
Camellia saluenensis	not assigned ()
Camellia sasanqua	not assigned (shrub)
Camellia semiserrata	not assigned ()
Camellia sinensis	not assigned
Camellia taliensis	not assigned ()
Camellia yunnanensis	not assigned (tree)
Cameraria latifolia	not assigned ()
Camissonia contorta	forb
Camissonia dentata	forb
Camissonia kernensis	not assigned ()
Camissonia lacustris	forb
Camissonia parvula	not assigned ()
Camissoniopsis bistorta	forb
Camissoniopsis cheiranthifolia	forb
Camissoniopsis hirtella	forb
Camissoniopsis intermedia	not assigned ()
Camissoniopsis micrantha	forb
Campanula	forb
Campanula albanica	not assigned ()
Campanula alliariifolia	forb
Campanula alpina	forb
Campanula americana	forb
Campanula armena	forb
Campanula barbata	forb
Campanula baumgartenii	forb
Campanula bellidifolia	not assigned ()
Campanula bononiensis	forb
Campanula calycantherrea	not assigned ()
Campanula camptoclada	not assigned ()
Campanula carpatica	forb
Campanula cenisia	not assigned ()
Campanula cervicaria	forb
Campanula cochleariifolia	forb
Campanula collina	forb
Campanula dasyantha	forb
Campanula drabifolia	forb
Campanula dulcis	not assigned ()
Campanula elatinoides	not assigned ()
Campanula erinus	not assigned ()
Campanula formanekiana	not assigned ()
Campanula forsythii	not assigned ()
Campanula gentilis	not assigned ()
Campanula glomerata	forb
Campanula hypopolia	not assigned ()
Campanula incurva	not assigned ()
Campanula jacquinii	not assigned ()
Campanula lactiflora	not assigned ()
Campanula lanata	not assigned ()
Campanula latifolia	forb
Campanula marchesettii	not assigned ()
Campanula medium	forb
Campanula patula	forb
Campanula peregrina	not assigned ()
Campanula persicifolia	forb
Campanula portenschlagiana	not assigned ()
Campanula poscharskyana	not assigned ()
Campanula pulla	not assigned ()
Campanula punctata	forb
Campanula pyramidalis	not assigned ()
Campanula raineri	not assigned ()
Campanula rapunculoides	forb
Campanula rapunculus	forb
Campanula rhomboidalis	forb
Campanula rotundifolia	forb
Campanula sarmatica	not assigned ()
Campanula scheuchzeri	forb
Campanula sclerotricha	not assigned ()
Campanula scouleri	forb
Campanula sibirica	forb
Campanula spatulata	not assigned ()
Campanula spicata	forb
Campanula strigosa	not assigned ()
Campanula tenuissima	not assigned ()
Campanula thyrsoides	forb
Campanula trachelium	forb
Campanula trichocalycina	not assigned ()
Campanula tridentata	forb
Campanula uniflora	not assigned ()
Campanula versicolor	not assigned ()
Campanula vidalii	not assigned ()
Campanula wanneri	not assigned ()
Campanulaceae	not assigned ()
Campanulastrum americanum	forb
Campeiostachys calcicola	grass
Campeiostachys schrenkiana	grass
Camphorosma annua	not assigned ()
Camphorosma monspeliaca	not assigned
Campnosperma auriculatum	not assigned (tree)
Campnosperma brevipetiolatum	not assigned (tree)
Campnosperma coriaceum	not assigned (tree)
Campnosperma gummifera	not assigned (tree)
Campnosperma panamensis	not assigned (tree)
Campnosperma squamatum	not assigned (tree)
Campnosperma zeylanicum	not assigned (tree)
Campomanesia aromatica	not assigned (tree)
Campomanesia aurea	not assigned (shrub)
Campomanesia espiritosantensis	not assigned ()
Campomanesia eugenioides	not assigned ()
Campomanesia grandiflora	not assigned ()
Campomanesia guaviroba	not assigned
Campomanesia lineatifolia	not assigned (tree)
Campomanesia neriiflora	not assigned ()
Campomanesia phaea	not assigned ()
Campomanesia rufa	not assigned ()
Campomanesia xanthocarpa	not assigned ()
Campovassouria cruciata	forb
Campsiandra	not assigned (legume?)
Campsiandra angustifolia	not assigned (tree)
Campsiandra comosa	not assigned (legume?)
Campsis grandiflora	not assigned ()
Campsis radicans	not assigned ()
Camptacra barbata	not assigned ()
Camptolepis grandiflora	not assigned ()
Camptolepis ramiflora	not assigned ()
Camptoloma rotundifolium	not assigned ()
Camptosema rubicundum	not assigned (legume?)
Camptostemon philippinensis	not assigned (tree)
Camptostemon schultzii	not assigned (tree)
Camptostylus mannii	not assigned ()
Camptotheca acuminata	not assigned (tree)
Campylocentrum micranthum	forb
Campyloneurum brevifolium	not assigned (fern)
Campylopus hawaiicus	not assigned ()
Campylospermum amplectens	not assigned (shrub/tree)
Campylospermum anceps	not assigned ()
Campylospermum andongense	not assigned (shrub)
Campylospermum lunzuensis	not assigned (shrub/tree)
Campylostemon angolense	not assigned (shrub)
Canacomyrica monticola	not assigned ()
Canadanthus modestus	forb
Cananga brandisiana	not assigned (tree)
Cananga odorata	not assigned
Canarina canariensis	not assigned ()
Canarina eminii	forb
Canarium	not assigned (tree)
Canarium acutifolium	not assigned (tree)
Canarium album	not assigned (tree)
Canarium apertum	not assigned (tree)
Canarium asperum	not assigned (tree)
Canarium australasicum	not assigned (tree)
Canarium australianum	not assigned (tree)
Canarium balsamiferum	not assigned (tree)
Canarium bengalense	not assigned (tree)
Canarium boivinii	not assigned (tree)
Canarium caudatum	not assigned (tree)
Canarium copaliferum	not assigned (tree)
Canarium decumanum	not assigned (tree)
Canarium denticulatum	not assigned (tree)
Canarium dichotomum	not assigned (tree)
Canarium euphyllum	not assigned (tree)
Canarium hirsutum	not assigned (tree)
Canarium indicum	not assigned (tree)
Canarium intermedium	not assigned (tree)
Canarium karoense	not assigned (tree)
Canarium littorale	not assigned (tree)
Canarium luzonicum	not assigned (tree)
Canarium madagascariense	not assigned (tree)
Canarium maluense	not assigned (tree)
Canarium megalanthum	not assigned (tree)
Canarium muelleri	not assigned (tree)
Canarium odontophyllum	not assigned (tree)
Canarium oleosum	not assigned (tree)
Canarium ovatum	not assigned ()
Canarium patentinervium	not assigned (tree)
Canarium pilosum	not assigned (tree)
Canarium pimela	not assigned (tree)
Canarium pseudodecumanum	not assigned (tree)
Canarium pseudopatentinervium	not assigned (tree)
Canarium pseudosumatranum	not assigned (tree)
Canarium schweinfurthii	not assigned (tree)
Canarium sikkimense	not assigned (tree)
Canarium strictum	not assigned (tree)
Canarium subulatum	not assigned (tree)
Canarium sumatranum	not assigned (tree)
Canarium sylvestre	not assigned (tree)
Canarium trigonum	not assigned (tree)
Canarium vanikoroense	not assigned (tree)
Canarium vitiense	not assigned (tree)
Canarium vrieseanum	not assigned (tree)
Canarium vulgare	not assigned (tree)
Canastra lanceolata	grass
Canavalia	not assigned (legume?)
Canavalia africana	legume
Canavalia brasiliensis	not assigned (legume?)
Canavalia cathartica	not assigned (legume?)
Canavalia ensiformis	not assigned (herb/shrub)
Canavalia eurycarpa	not assigned (legume?)
Canavalia gladiata	not assigned (legume?)
Canavalia grandiflora	not assigned (legume?)
Canavalia hawaiiensis	not assigned (legume?)
Canavalia madagascariensis	not assigned (legume?)
Canavalia napaliensis	not assigned (legume?)
Canavalia palmeri	not assigned (legume?)
Canavalia parviflora	not assigned (legume?)
Canavalia picta	not assigned (legume?)
Canavalia rosea	legume
Canavalia villosa	not assigned (legume?)
Cancrinia chrysocephala	forb
Candollea mollis	not assigned ()
Candolleodendron brachystachyum	not assigned (legume?)
Canella alba	not assigned ()
Canella winterana	not assigned (tree)
Canephora madagascariensis	forb
Canna generalis	forb
Canna indica	forb
Canna paniculata	not assigned ()
Cannabis sativa	forb
Cannomois grandis	forb
Cannomois parviflora	forb
Cannomois primosii	forb
Cannomois scirpoides	forb
Cannomois virgata	forb
Canotia holacantha	not assigned ()
Canscora alata	forb
Canscora diffusa	forb
Cansjera rheedei	not assigned ()
Canthium angustifolium	not assigned ()
Canthium ciliatum	not assigned ()
Canthium didymum	not assigned ()
Canthium glaucum	not assigned (shrub)
Canthium inerme	not assigned (shrub/tree)
Canthium kuntzeanum	not assigned (shrub/tree)
Canthium oligocarpum	not assigned (shrub/tree)
Canthium simile	not assigned ()
Canthium vanwykii	not assigned ()
Canthiumera glabra	not assigned (tree)
Cantinoa americana	not assigned ()
Cantinoa mutabilis	forb
Cantinoa stricta	forb
Cantleya corniculata	not assigned (tree)
Caperonia fistulosa	forb
Caperonia palustris	forb
Caperonia stuhlmannii	forb
Capillipedium annamense	grass
Capillipedium assimile	grass
Capillipedium duongii	grass
Capillipedium filiculme	grass
Capillipedium huegelii	grass
Capillipedium kuoi	grass
Capillipedium kwashotense	grass
Capillipedium laoticum	grass
Capillipedium leucotrichum	grass
Capillipedium longisetosum	grass
Capillipedium magdaleni	grass
Capillipedium nagense	grass
Capillipedium parviflorum	grass
Capillipedium planipedicellatum	grass
Capillipedium pteropechys	grass
Capillipedium spicigerum	grass
Capillipedium sulcatum	grass
Capirona	not assigned ()
Capirona macrophylla	not assigned
Capnoides sempervirens	not assigned ()
Capnophyllum africanum	forb
Capparaceae	not assigned
Capparidastrum frondosum	not assigned (shrub)
Capparidastrum macrophyllum	not assigned (tree)
Capparidastrum mollicellum	not assigned (tree)
