Species	Family
Aniba cylindriflora	Lauraceae
Aniba excelsa	Lauraceae
Aniba ferrea	Lauraceae
Aniba firmula	Lauraceae
Aniba guianensis	Lauraceae
Aniba hostmanniana	Lauraceae
Aniba hypoglauca	Lauraceae
Aniba kappleri	Lauraceae
Aniba ovalifolia	Lauraceae
Aniba panurensis	Lauraceae
Aniba parviflora	Lauraceae
Aniba perutilis	Lauraceae
Aniba puchury-minor	Lauraceae
Aniba riparia	Lauraceae
Aniba rosaeodora	Lauraceae
Aniba taubertiana	Lauraceae
Aniba terminalis	Lauraceae
Aniba williamsii	Lauraceae
Anigozanthos bicolor	Haemodoraceae
Anigozanthos flavidus	Haemodoraceae
Anigozanthos humilis	Haemodoraceae
Anigozanthos manglesii	Haemodoraceae
Anigozanthos pulcherrimus	Haemodoraceae
Anigozanthos rufus	Haemodoraceae
Anigozanthos viridis	Haemodoraceae
Aningeria adolfi-friederici	Sapotaceae
Aningeria altissima	Sapotaceae
Aningeria robusta	Sapotaceae
Anisacanthus quadrifidus	Acanthaceae
Anisacanthus thurberi	Acanthaceae
Anisantha diandra	Poaceae
Anisantha rigida	Poaceae
Anisantha sterilis	Poaceae
Anisantha tectorum	Poaceae
Aniseia martinicensis	Convolvulaceae
Aniselytron agrostoides	Poaceae
Aniselytron treutleri	Poaceae
Anisocoma acaulis	Asteraceae
Anisocycla blepharosepala	Menispermaceae
Anisodontea scabrosa	Malvaceae
Anisodontea triloba	Malvaceae
Anisomeles indica	Lamiaceae
Anisomeles ovata	Lamiaceae
Anisopappus kirkii	Asteraceae
Anisopappus pinnatifidus	Asteraceae
Anisopappus smutsii	Asteraceae
Anisophyllea apetala	Anisophylleaceae
Anisophyllea beccariana	Anisophylleaceae
Anisophyllea boehmii	Anisophylleaceae
Anisophyllea disticha	Anisophylleaceae
Anisophyllea fallax	Anisophylleaceae
Anisophyllea grandis	Anisophylleaceae
Anisophyllea guianensis	Anisophylleaceae
Anisophyllea laurina	Anisophylleaceae
Anisophyllea manausensis	Anisophylleaceae
Anisophyllea obtusifolia	Anisophylleaceae
Anisophyllea pomifera	Anisophylleaceae
Anisophyllea quangensis	Anisophylleaceae
Anisopogon avenaceus	Poaceae
Anisoptera aurea	Dipterocarpaceae
Anisoptera costata	Dipterocarpaceae
Anisoptera curtisii	Dipterocarpaceae
Anisoptera glabra	Dipterocarpaceae
Anisoptera grossivenia	Dipterocarpaceae
Anisoptera laevis	Dipterocarpaceae
Anisoptera marginata	Dipterocarpaceae
Anisoptera megistocarpa	Dipterocarpaceae
Anisoptera oblonga	Dipterocarpaceae
Anisoptera polyandra	Dipterocarpaceae
Anisoptera scaphula	Dipterocarpaceae
Anisoptera thurifera	Dipterocarpaceae
Anisopus efulensis	Asclepiadaceae
Anisosciadium lanatum	Apiaceae
Anisosciadium orientale	Apiaceae
Anisotes sessiliflorus	Acanthaceae
Ankyropetalum gypsophiloides	Caryophyllaceae
Anneslea crassipes	Theaceae
Anneslea fragrans	Theaceae
Annickia chlorantha	Annonaceae
Annickia polycarpa	Annonaceae
Annona acuminata	Annonaceae
Annona ambotay	Annonaceae
Annona cacans	Annonaceae
Annona cherimola	Annonaceae
Annona coriacea	Annonaceae
Annona crassiflora	Annonaceae
Annona duckei	Annonaceae
Annona foetida	Annonaceae
Annona fraxinifolium	Annonaceae
Annona glabra	Annonaceae
Annona hayesii	Annonaceae
Annona hypoglauca	Annonaceae
Annona jahnii	Annonaceae
Annona montana	Annonaceae
Annona mosaic	Annonaceae
Annona muricata	Annonaceae
Annona neglecta	Annonaceae
Annona paludosa	Annonaceae
Annona palustris	Annonaceae
Annona pruinosa	Annonaceae
Annona purpurea	Annonaceae
Annona reticulata	Annonaceae
Annona scandens	Annonaceae
Annona senegalensis	Annonaceae
Annona spraguei	Annonaceae
Annona squamosa	Annonaceae
Annona stenophylla	Annonaceae
Annona tessmannii	Annonaceae
Anoda crenatiflora	Malvaceae
Anoda cristata	Malvaceae
Anoda wrightii	Malvaceae
Anodendron affine	Apocynaceae
Anodendron paniculatum	Apocynaceae
Anodendron rhinosporum	Apocynaceae
Anodendron rubescens	Apocynaceae
Anodopetalum biglandulosum	Cunoniaceae
Anogeissus acuminata	Combretaceae
Anogeissus dhofarica	Combretaceae
Anogeissus lanceolata	Combretaceae
Anogeissus latifolia	Combretaceae
Anogeissus leiocarpa	Combretaceae
Anogeissus leiocarpus	Combretaceae
Anogeissus pendula	Combretaceae
Anogeissus phillyreaefolia	Combretaceae
Anogeissus sericea	Combretaceae
Anogramma leptophylla	Adiantaceae
Anomalocalyx uleanus	Euphorbiaceae
Anomatheca grandiflora	Iridaceae
Anomatheca laxa	Iridaceae
Anomochloa marantoidea	Poaceae
Anomospermum bolivianum	Menispermaceae
Anomospermum chloranthum	Menispermaceae
Anomospermum grandifolium	Menispermaceae
Anomospermum reticulatum	Menispermaceae
Anona senegalensis	Annonaceae
Anonidium mannii	Annonaceae
Anopterus glandulosus	Escalloniaceae
Anopterus macleayanus	Escalloniaceae
Anopyxis klaineana	Rhizophoraceae
Anredera cordifolia	Basellaceae
Ansellia africana	Orchidaceae
Antennaria alpina	Asteraceae
Antennaria anaphaloides	Asteraceae
Antennaria carpatica	Asteraceae
Antennaria caucasica	Asteraceae
Antennaria corymbosa	Asteraceae
Antennaria dimorpha	Asteraceae
Antennaria dioica	Asteraceae
Antennaria fallax	Asteraceae
Antennaria flagellaris	Asteraceae
Antennaria lanata	Asteraceae
Antennaria luzuloides	Asteraceae
Antennaria magellanica	Asteraceae
Antennaria microphylla	Asteraceae
Antennaria monocephala	Asteraceae
Antennaria neglecta	Asteraceae
Antennaria parlinii	Asteraceae
Antennaria parvifolia	Asteraceae
Antennaria plantaginifolia	Asteraceae
Antennaria pulchella	Asteraceae
Antennaria pulcherrima	Asteraceae
Antennaria racemosa	Asteraceae
Antennaria rosea	Asteraceae
Antennaria rosulata	Asteraceae
Antenoron filiforme	Polygonaceae
Anthaenantiopsis fiebrigii	Poaceae
Anthaenantiopsis perforata	Poaceae
Anthaenantiopsis rojasiana	Poaceae
Anthaenantiopsis trachystachya	Poaceae
Anthemis adulterina	Asteraceae
Anthemis altissima	Asteraceae
Anthemis arvensis	Asteraceae
Anthemis austriaca	Asteraceae
Anthemis bornmuelleri	Asteraceae
Anthemis chia	Asteraceae
Anthemis cotula	Asteraceae
Anthemis cretica	Asteraceae
Anthemis hyalina	Asteraceae
Anthemis iberica	Asteraceae
Anthemis leucanthemifolia	Asteraceae
Anthemis maritima	Asteraceae
Anthemis marschalliana	Asteraceae
Anthemis palaestina	Asteraceae
Anthemis palestina	Asteraceae
Anthemis pauciloba	Asteraceae
Anthemis pseudocotula	Asteraceae
Anthemis regis-borisii	Asteraceae
Anthemis rigescens	Asteraceae
Anthemis ruthenica	Asteraceae
Anthemis sancti-johannis	Asteraceae
Anthemis tinctoria	Asteraceae
Anthemis triumfetti	Asteraceae
Anthemis triumfettii	Asteraceae
Anthemis zyghia	Asteraceae
Anthenantia rufa	Poaceae
Anthenantia villosa	Poaceae
Anthephora ampullacea	Poaceae
Anthephora argentea	Poaceae
Anthephora cristata	Poaceae
Anthephora elegans	Poaceae
Anthephora elongata	Poaceae
Anthephora hermaphrodita	Poaceae
Anthephora laevis	Poaceae
Anthephora nigritana	Poaceae
Anthephora pubescens	Poaceae
Anthephora pungens	Poaceae
Anthephora ramosa	Poaceae
Anthephora schinzii	Poaceae
Anthephora truncata	Poaceae
Anthericum baeticum	Anthericaceae
Anthericum confusum	Anthericaceae
Anthericum liliago	Anthericaceae
Anthericum ramosum	Anthericaceae
Antherothamnus pearsonii	Scrophulariaceae
Antherotoma decandra	Melastomataceae
Antherotoma naudinii	Melastomataceae
Anthocarapa nitidula	Meliaceae
Anthocephalus cadamba	Rubiaceae
Anthocephalus chinensis	Rubiaceae
Anthocercis intricata	Solanaceae
Anthocercis littorea	Solanaceae
Anthochlamys polygaloides	Chenopodiaceae
Anthochlamys turcomanica	Chenopodiaceae
Anthochloa lepidula	Poaceae
Anthocleista djalonensis	Loganiaceae
Anthocleista grandiflora	Loganiaceae
Anthocleista liebrechtsiana	Loganiaceae
Anthocleista longifolia	Loganiaceae
Anthocleista nobilis	Loganiaceae
Anthocleista orientalis	Loganiaceae
Anthocleista schweinfurthii	Loganiaceae
Anthocleista vogelii	Loganiaceae
Anthodiscus amazonicus	Caryocaraceae
Anthodiscus gutierrezii	Caryocaraceae
Anthodiscus klugii	Caryocaraceae
Anthodiscus peruanus	Caryocaraceae
Anthodiscus pilosus	Caryocaraceae
Anthodon decussatum	Celastraceae
Anthodon panamense	Celastraceae
Anthonota macrophylla	Fabaceae
Anthonotha cladantha	Fabaceae
Anthonotha ferruginea	Fabaceae
Anthonotha fragrans	Fabaceae
Anthonotha graciliflora	Fabaceae
Anthonotha macrophylla	Fabaceae
Anthopterus wardii	Ericaceae
Anthospermum aethiopicum	Rubiaceae
Anthospermum ammanioides	Rubiaceae
Anthospermum galpinii	Rubiaceae
Anthospermum herbaceum	Rubiaceae
Anthospermum hispidulum	Rubiaceae
Anthospermum rigidum	Rubiaceae
Anthospermum ternatum	Rubiaceae
Anthospermum usambarense	Rubiaceae
Anthospermum vallicola	Rubiaceae
Anthospermum welwitschii	Rubiaceae
Anthospermum whyteanum	Rubiaceae
Anthospermum zimbabwense	Rubiaceae
Anthostema aubryanum	Euphorbiaceae
Anthostema madagascariense	Euphorbiaceae
Anthotium junciforme	Goodeniaceae
Anthoxanthum aethiopicum	Poaceae
Anthoxanthum alpinum	Poaceae
Anthoxanthum amarum	Poaceae
Anthoxanthum aristatum	Poaceae
Anthoxanthum borii	Poaceae
Anthoxanthum dregeanum	Poaceae
Anthoxanthum ecklonii	Poaceae
Anthoxanthum gracile	Poaceae
Anthoxanthum hookeri	Poaceae
Anthoxanthum horsfieldii	Poaceae
Anthoxanthum japonicum	Poaceae
Anthoxanthum madagascariense	Poaceae
Anthoxanthum nivale	Poaceae
Anthoxanthum odoratum	Poaceae
Anthoxanthum ovatum	Poaceae
Anthoxanthum pallidum	Poaceae
Anthoxanthum sikkimense	Poaceae
Anthoxanthum tongo	Poaceae
Anthoxantum odoratum	Poaceae
Anthriscus caucalis	Apiaceae
Anthriscus cerefolium	Apiaceae
Anthriscus nitida	Apiaceae
Anthriscus pubescens	Apiaceae
Anthriscus sylvestris	Apiaceae
Anthurium acutangulum	Araceae
Anthurium bakeri	Araceae
Anthurium bombacifolium	Araceae
Anthurium brownii	Araceae
Anthurium cerrocampanense	Araceae
Anthurium clavigerum	Araceae
Anthurium concinnatum	Araceae
Anthurium ernestii	Araceae
Anthurium flexile	Araceae
Anthurium friedrichsthalii	Araceae
Anthurium gracile	Araceae
Anthurium holtonianum	Araceae
Anthurium kunthii	Araceae
Anthurium littorale	Araceae
Anthurium maximum	Araceae
Anthurium salviniae	Araceae
Anthurium scandens	Araceae
Anthyllis barba-jovis	Fabaceae
Anthyllis cornicina	Fabaceae
Anthyllis cytisoides	Fabaceae
Anthyllis dillenii	Fabaceae
Anthyllis henoniana	Fabaceae
Anthyllis hermanniae	Fabaceae
Anthyllis lagascana	Fabaceae
Anthyllis lotoides	Fabaceae
Anthyllis montana	Fabaceae
Anthyllis terniflora	Fabaceae
Anthyllis tetraphylla	Fabaceae
Anthyllis vulneraria	Fabaceae
Antiaris africana	Moraceae
Antiaris toxicaria	Moraceae
Antiaris usambarensis	Moraceae
Antiaris welwitschii	Moraceae
Antiaropsis decipiens	Moraceae
Anticharis imbricata	Scrophulariaceae
Anticharis inflata	Scrophulariaceae
Anticharis linearis	Scrophulariaceae
Anticharis scoparia	Scrophulariaceae
Anticharis senegalensis	Scrophulariaceae
Antidesma acidum	Euphorbiaceae
Antidesma bunius	Euphorbiaceae
Antidesma celebicum	Euphorbiaceae
Antidesma coriaceum	Euphorbiaceae
Antidesma cuspidatum	Euphorbiaceae
Antidesma erostre	Euphorbiaceae
Antidesma ghaesembilla	Euphorbiaceae
Antidesma ghesaembilla	Euphorbiaceae
Antidesma japonicum	Euphorbiaceae
Antidesma madagascariense	Euphorbiaceae
Antidesma membranaceum	Euphorbiaceae
Antidesma montanum	Euphorbiaceae
Antidesma neurocarpum	Euphorbiaceae
Antidesma pentandrum	Euphorbiaceae
Antidesma platyphyllum	Euphorbiaceae
Antidesma pleuricum	Euphorbiaceae
Antidesma pulvinatum	Euphorbiaceae
Antidesma puncticulatum	Euphorbiaceae
Antidesma rufescens	Euphorbiaceae
Antidesma stipulare	Euphorbiaceae
Antidesma subcordatum	Euphorbiaceae
Antidesma tetrandum	Euphorbiaceae
Antidesma tomentosum	Euphorbiaceae
Antidesma venosum	Euphorbiaceae
Antidesma vogelianum	Euphorbiaceae
Antigonon flavescens	Polygonaceae
Antigonon guatemalense	Polygonaceae
Antigonon leptopus	Polygonaceae
Antimima bina	Aizoaceae
Antimima dolomitica	Aizoaceae
Antimima eendornensis	Aizoaceae
Antimima longipes	Aizoaceae
Antimima modesta	Aizoaceae
Antimima mucronata	Aizoaceae
Antimima perforata	Aizoaceae
Antimima pinnatisecta	Aizoaceae
Antimima quarzitica	Aizoaceae
Antinoria agrostidea	Poaceae
Antinoria insularis	Poaceae
Antirhea borbonica	Rubiaceae
Antirhea chinensis	Rubiaceae
Antirhea jamaicensis	Rubiaceae
Antirhea myrtoides	Rubiaceae
Antirhea trichantha	Rubiaceae
Antirrhinum barrelieri	Scrophulariaceae
Antirrhinum charidemi	Scrophulariaceae
Antirrhinum cornutum	Scrophulariaceae
Antirrhinum coulterianum	Scrophulariaceae
Antirrhinum hispanicum	Scrophulariaceae
Antirrhinum kelloggii	Scrophulariaceae
Antirrhinum majus	Scrophulariaceae
Antirrhinum maximum	Scrophulariaceae
Antirrhinum meonanthum	Scrophulariaceae
Antirrhinum multiflorum	Scrophulariaceae
Antirrhinum nuttallianum	Scrophulariaceae
Antirrhinum orontium	Scrophulariaceae
Antirrhinum siculum	Scrophulariaceae
Antirrhinum vexillo-calyculatum	Scrophulariaceae
Antirrhoea trichantha	Rubiaceae
Antonia ovata	Loganiaceae
Antopetitia abyssinica	Fabaceae
Antrocaryon klaineanum	Anacardiaceae
Antrocaryon micraster	Anacardiaceae
Antrocaryon nannanii	Anacardiaceae
Antrophora williamsii	Boraginaceae
Antrophyum mannianum	Vittariaceae
Aoranthe cladantha	Rubiaceae
Aotus ericoides	Fabaceae
Aotus lanigera	Fabaceae
Aotus mollis	Fabaceae
Aotus subglauca	Fabaceae
Aotus subspinescens	Fabaceae
Apalochlamys spectabilis	Asteraceae
Apama corymbosa	Aristolochiaceae
Apargia salina	Asteraceae
Aparisthmium cordatum	Euphorbiaceae
Apatesia helianthoides	Aizoaceae
Apatophyllum constablei	Celastraceae
Apcynum androsaemifolium	
Apeiba albiflora	Tiliaceae
Apeiba aspera	Tiliaceae
Apeiba echinata	Tiliaceae
Apeiba glabra	Tiliaceae
Apeiba guianensis	Tiliaceae
Apeiba hybrid	Tiliaceae
Apeiba intermedia	Tiliaceae
Apeiba membranacea	Tiliaceae
Apeiba petoumo	Tiliaceae
Apeiba schomburgkii	Tiliaceae
Apeiba tibourbou	Tiliaceae
Apera baytopiana	Poaceae
Apera intermedia	Poaceae
Apera interrupta	Poaceae
Apera spica-venti	Poaceae
Apera triaristata	Poaceae
Aphanamixis cumingiana	Meliaceae
Aphanamixis grandiflora	Meliaceae
Aphanamixis humilis	Meliaceae
Aphanamixis perrottetiana	Meliaceae
Aphanamixis polystachya	Meliaceae
Aphananthe aspera	Ulmaceae
Aphananthe cuspidata	Ulmaceae
Aphananthe monoica	Ulmaceae
Aphananthe philippinensis	Ulmaceae
Aphananthe sakalava	Ulmaceae
Aphandra natalia	Arecaceae
Aphanelytrum procumbens	Poaceae
Aphanes arvensis	Rosaceae
Aphanes australiana	Rosaceae
Aphanes australis	Rosaceae
Aphanes inexspectata	Rosaceae
Aphanes microcarpa	Rosaceae
Aphanes occidentalis	Rosaceae
Aphania senegalensis	Sapindaceae
Aphanisma blitoides	Chenopodiaceae
Aphanocalyx heitzii	Fabaceae
Aphanopetalum clematideum	Cunoniaceae
Aphanopetalum resinosum	Cunoniaceae
Aphanostephus arizonicus	Asteraceae
Aphanostylis mannii	Apocynaceae
Aphelandra campanensis	Acanthaceae
Aphelandra crispata	Acanthaceae
Aphelandra deppeana	Acanthaceae
Aphelandra pulcherrima	Acanthaceae
Aphelandra scabra	Acanthaceae
Aphelandra sinclairiana	Acanthaceae
Aphelia gracilis	Centrolepidaceae
Aphloia theaeformis	Flacourtiaceae
Aphloia theiformis	Flacourtiaceae
Aphyllanthes monspeliensis	Aphyllanthaceae
Apiastrum angustifolium	Apiaceae
Apiopetalum glabratum	Araliaceae
Apiopetalum velutinum	Araliaceae
Apios americana	Fabaceae
Apios carnea	Fabaceae
Apium annuum	Apiaceae
Apium australe	Apiaceae
Apium graveolens	Apiaceae
Apium insulare	Apiaceae
Apium inundatum	Apiaceae
Apium leptophyllum	Apiaceae
Apium nodiflorum	Apiaceae
Apium prostratum	Apiaceae
Apium repens	Apiaceae
Apium sellowianum	Apiaceae
Aplectrum hyemale	Orchidaceae
Apluda aristata	Poaceae
Apluda mutica	Poaceae
Apochiton burttii	Poaceae
Apoclada simplex	Poaceae
Apocopis anomalus	Poaceae
Apocopis breviglumis	Poaceae
Apocopis burmanicus	Poaceae
Apocopis cochinchinensis	Poaceae
Apocopis collinus	Poaceae
Apocopis courtallumensis	Poaceae
Apocopis floccosus	Poaceae
Apocopis intermedius	Poaceae
Apocopis mangalorensis	Poaceae
Apocopis paleacea	Poaceae
Apocopis peguensis	Poaceae
Apocopis pulcherrimus	Poaceae
Apocopis schmidianus	Poaceae
Apocopis siamensis	Poaceae
Apocopis vaginata	Poaceae
Apocopis wrightii	Poaceae
Apocynum androsaemifolium	Apocynaceae
Apocynum cannabinum	Apocynaceae
Apocynum hendersonii	Apocynaceae
Apocynum hypericifolium	Apocynaceae
Apocynum lancifolium	Apocynaceae
Apocynum sibiricum	Apocynaceae
Apocynum venetum	Apocynaceae
